id_tiempo,id_cliente,id_producto,id_region,id_vendedor,cantidad,precio_unitario,descuento,monto_total,canal_venta
153,102,3,4,4,16,4859.92,10,77758.72,Tienda
528,151,41,9,13,7,5255.3,5,36787.1,Tienda
88,81,2,4,7,15,10121.73,0,151825.95,Tienda
460,143,42,1,6,14,8044.18,0,112618.52,Online
10,128,26,6,6,5,127.29,0,636.45,Online
413,196,30,9,5,14,310.16,10,4342.24,Online
33,36,27,3,6,1,228.37,5,228.37,Tienda
587,101,17,7,4,20,883.42,20,17668.4,Distribuidor
193,122,42,2,6,3,7641.97,5,22925.91,Tienda
312,24,32,3,2,15,7475.77,10,112136.55,Tienda
706,155,9,8,1,6,15880.36,0,95282.16,Online
395,73,12,4,4,3,733.22,20,2199.66,Online
59,95,22,9,1,17,241.34,0,4102.78,Online
114,34,49,9,7,14,10094.37,0,141321.18,Tienda
212,34,1,4,5,3,24618.51,0,73855.53,Tienda
588,80,47,10,4,16,8949.5,0,143192.0,Tienda
8,37,4,8,2,15,17952.6,0,269289.0,Tienda
538,85,49,10,15,20,8580.21,15,171604.2,Tienda
94,74,2,8,6,15,9615.64,5,144234.6,Tienda
180,107,21,4,3,10,170.77,0,1707.7,Distribuidor
675,47,19,10,2,14,1102.23,5,15431.22,Online
162,71,43,9,5,2,7185.88,0,14371.76,Tienda
223,127,42,7,13,3,7239.76,10,21719.28,Tienda
108,130,19,6,7,12,1160.24,0,13922.88,Tienda
46,119,31,1,2,9,15325.33,0,137927.97,Tienda
408,50,11,7,1,15,1341.74,0,20126.1,Online
140,84,14,8,8,4,1024.24,10,4096.96,Tienda
249,183,33,8,3,3,3477.9,5,10433.7,Tienda
175,5,44,10,2,9,6281.98,15,56537.82,Online
400,44,29,2,11,4,22.02,5,88.08,Tienda
366,46,44,4,12,9,7390.56,0,66515.04,Online
714,13,18,9,11,18,864.11,0,15553.98,Tienda
316,114,1,1,10,4,24618.51,0,98474.04,Online
256,96,11,4,4,13,1207.57,10,15698.41,Online
15,87,45,4,11,14,5178.22,0,72495.08,Tienda
99,171,45,3,12,8,4142.58,20,33140.64,Online
334,83,6,9,11,14,16550.84,5,231711.76,Online
404,110,1,2,4,7,19694.81,20,137863.67,Online
16,103,17,6,1,12,1104.28,0,13251.36,Online
674,72,4,10,6,15,17952.6,0,269289.0,Online
613,128,32,2,12,7,7891.09,5,55237.63,Tienda
98,154,27,6,11,19,240.39,0,4567.41,Tienda
650,195,5,6,14,5,13382.07,0,66910.35,Tienda
623,150,4,8,7,3,17952.6,0,53857.8,Tienda
722,4,13,4,1,8,1380.23,5,11041.84,Tienda
438,194,25,4,10,4,187.68,0,750.72,Online
304,52,36,3,7,5,16089.34,0,80446.7,Online
612,114,13,6,3,2,1452.87,0,2905.74,Online
424,166,50,5,13,2,8752.52,5,17505.04,Online
211,139,30,1,15,11,344.62,0,3790.82,Distribuidor
713,185,50,4,10,8,7831.2,15,62649.6,Distribuidor
452,162,3,1,2,17,5399.91,0,91798.47,Distribuidor
54,163,6,3,4,3,13937.55,20,41812.65,Online
210,61,18,9,2,6,820.9,5,4925.4,Tienda
203,63,50,7,3,15,9213.18,0,138197.7,Tienda
459,163,46,4,5,10,5406.37,0,54063.7,Distribuidor
368,102,23,7,3,16,173.52,0,2776.32,Tienda
443,195,44,3,14,14,7021.03,5,98294.42,Distribuidor
390,110,50,2,13,16,9213.18,0,147410.88,Distribuidor
157,142,19,3,5,10,1102.23,5,11022.3,Online
384,144,15,10,8,10,1654.62,5,16546.2,Online
201,40,8,4,1,5,21386.48,10,106932.4,Online
383,126,6,7,15,17,15679.75,10,266555.75,Tienda
382,99,50,8,5,13,7370.54,20,95817.02,Tienda
40,32,48,7,15,19,5455.83,0,103660.77,Tienda
262,198,4,6,9,7,16157.34,10,113101.38,Tienda
666,99,42,7,12,12,7239.76,10,86877.12,Online
370,162,10,1,12,16,18218.05,0,291488.8,Tienda
466,175,19,3,5,5,1160.24,0,5801.2,Online
166,4,5,2,13,19,10705.66,20,203407.54,Online
600,21,40,9,15,13,4635.73,0,60264.49,Online
437,65,21,5,9,14,170.77,0,2390.78,Distribuidor
421,193,42,2,2,13,7641.97,5,99345.61,Tienda
276,192,50,4,15,12,7831.2,15,93974.4,Tienda
173,126,40,1,2,10,4635.73,0,46357.3,Online
671,74,49,7,3,14,9589.65,5,134255.1,Online
203,125,3,3,9,6,4859.92,10,29159.52,Distribuidor
218,48,20,4,1,15,1496.87,5,22453.05,Tienda
418,113,42,10,2,7,8044.18,0,56309.26,Distribuidor
88,97,25,2,5,6,187.68,0,1126.08,Online
489,125,21,2,1,1,162.23,5,162.23,Online
43,25,36,4,9,1,14480.41,10,14480.41,Tienda
273,125,37,8,13,13,12650.29,10,164453.77,Online
699,88,17,6,14,14,1104.28,0,15459.92,Online
387,157,40,1,6,12,4172.16,10,50065.92,Distribuidor
716,103,45,3,1,4,5178.22,0,20712.88,Tienda
717,193,16,4,6,17,1596.46,0,27139.82,Tienda
677,49,26,1,11,16,120.93,5,1934.88,Distribuidor
368,12,7,6,11,11,9614.16,0,105755.76,Tienda
627,21,8,6,7,20,22574.62,5,451492.4,Distribuidor
717,26,31,7,5,16,12260.26,20,196164.16,Tienda
585,184,50,9,1,5,7831.2,15,39156.0,Online
690,141,16,8,3,3,1596.46,0,4789.38,Distribuidor
553,62,17,4,4,4,1049.07,5,4196.28,Online
30,42,28,6,15,3,285.2,0,855.6,Online
264,171,20,8,15,9,1575.65,0,14180.85,Tienda
648,186,3,8,2,5,4319.93,20,21599.65,Tienda
589,197,24,10,2,11,200.35,15,2203.85,Tienda
390,168,13,9,14,13,1162.3,20,15109.9,Tienda
119,75,18,2,2,8,864.11,0,6912.88,Online
119,147,26,6,3,19,101.83,20,1934.77,Distribuidor
2,80,31,1,10,13,14559.06,5,189267.78,Tienda
328,198,48,6,13,13,4364.66,20,56740.58,Tienda
616,152,36,4,2,5,15284.87,5,76424.35,Online
324,38,19,5,14,18,986.2,15,17751.6,Online
291,38,29,1,10,15,23.18,0,347.7,Online
127,71,1,10,8,17,19694.81,20,334811.77,Tienda
722,97,26,1,13,7,120.93,5,846.51,Online
231,180,8,1,15,7,20198.35,15,141388.45,Distribuidor
401,77,43,3,1,6,6108.0,15,36648.0,Tienda
484,90,5,7,7,11,12712.97,5,139842.67,Online
200,180,50,9,7,10,9213.18,0,92131.8,Online
594,14,50,5,8,11,8291.86,10,91210.46,Tienda
713,124,26,5,15,19,127.29,0,2418.51,Online
201,189,50,1,6,7,7831.2,15,54818.4,Tienda
152,97,5,7,11,19,13382.07,0,254259.33,Tienda
485,46,34,1,2,2,8999.91,0,17999.82,Distribuidor
153,161,26,7,4,11,120.93,5,1330.23,Online
310,177,2,10,3,8,10121.73,0,80973.84,Tienda
687,169,16,2,13,13,1436.81,10,18678.53,Tienda
669,114,39,6,1,13,8468.99,0,110096.87,Online
656,172,38,9,4,3,3330.78,0,9992.34,Online
491,71,31,2,13,19,12260.26,20,232944.94,Tienda
660,180,23,7,5,13,164.84,5,2142.92,Tienda
731,138,23,3,7,4,173.52,0,694.08,Tienda
549,136,39,8,2,1,8468.99,0,8468.99,Tienda
667,32,30,4,11,19,327.39,5,6220.41,Distribuidor
712,47,10,1,9,6,15485.34,15,92912.04,Tienda
132,148,40,4,11,11,4635.73,0,50993.03,Online
36,22,20,2,9,18,1575.65,0,28361.7,Online
674,1,44,4,5,18,7390.56,0,133030.08,Online
301,169,48,9,8,17,4364.66,20,74199.22,Online
535,91,3,10,9,16,4859.92,10,77758.72,Tienda
46,61,43,1,4,4,6467.29,10,25869.16,Online
616,142,41,4,10,7,4425.52,20,30978.64,Online
432,20,29,9,5,5,20.86,10,104.3,Online
86,66,17,7,12,6,1049.07,5,6294.42,Online
276,163,15,4,12,7,1741.7,0,12191.9,Online
429,40,36,6,13,17,14480.41,10,246166.97,Tienda
254,20,15,5,2,1,1393.36,20,1393.36,Tienda
337,164,20,2,6,18,1496.87,5,26943.66,Distribuidor
232,71,41,1,2,9,5531.9,0,49787.1,Online
108,32,19,3,9,8,1160.24,0,9281.92,Tienda
501,25,22,9,6,10,229.27,5,2292.7,Tienda
622,26,11,1,3,10,1274.65,5,12746.5,Online
695,137,3,9,10,13,5399.91,0,70198.83,Distribuidor
131,67,6,1,11,13,16550.84,5,215160.92,Tienda
147,97,35,10,12,5,2544.09,10,12720.45,Online
256,174,31,10,7,12,13792.8,10,165513.6,Tienda
362,120,19,9,5,6,1102.23,5,6613.38,Online
235,79,30,2,5,14,327.39,5,4583.46,Tienda
649,21,16,2,12,11,1356.99,15,14926.89,Online
59,22,20,5,9,3,1575.65,0,4726.95,Distribuidor
434,174,17,9,15,1,883.42,20,883.42,Tienda
702,174,48,9,12,16,5183.04,5,82928.64,Online
8,183,33,7,12,1,3294.86,10,3294.86,Tienda
678,136,19,10,1,12,1160.24,0,13922.88,Tienda
536,58,31,3,2,6,13792.8,10,82756.8,Online
53,109,45,8,7,5,4919.31,5,24596.55,Online
696,64,33,9,14,4,3660.95,0,14643.8,Tienda
494,76,12,5,4,4,916.53,0,3666.12,Online
313,165,35,9,14,19,2826.77,0,53708.63,Distribuidor
499,15,49,6,1,15,8580.21,15,128703.15,Tienda
110,2,38,6,15,11,3330.78,0,36638.58,Tienda
104,111,35,8,4,13,2826.77,0,36748.01,Online
420,32,6,8,1,17,14808.65,15,251747.05,Online
404,96,29,5,6,9,23.18,0,208.62,Tienda
276,28,28,8,11,6,270.94,5,1625.64,Tienda
444,2,31,6,15,6,15325.33,0,91951.98,Distribuidor
292,11,3,3,7,7,5399.91,0,37799.37,Tienda
165,171,11,4,8,11,1073.39,20,11807.29,Distribuidor
500,141,16,8,13,9,1596.46,0,14368.14,Tienda
409,129,21,7,3,5,170.77,0,853.85,Online
130,40,8,6,9,4,21386.48,10,85545.92,Online
350,110,42,10,12,8,8044.18,0,64353.44,Online
497,22,49,7,4,16,10094.37,0,161509.92,Tienda
288,197,22,2,14,17,241.34,0,4102.78,Online
439,51,5,8,12,8,12043.86,10,96350.88,Tienda
514,157,10,3,4,4,16396.24,10,65584.96,Distribuidor
153,59,44,2,3,19,6651.5,10,126378.5,Tienda
150,110,8,1,10,9,19010.21,20,171091.89,Online
537,79,34,4,4,2,8999.91,0,17999.82,Online
437,165,42,1,5,16,8044.18,0,128706.88,Online
359,183,41,7,4,12,5531.9,0,66382.8,Online
1,14,4,6,4,2,17952.6,0,35905.2,Online
104,111,37,3,5,9,11244.7,20,101202.3,Distribuidor
115,25,6,1,11,12,17421.94,0,209063.28,Tienda
370,191,10,10,9,5,18218.05,0,91090.25,Tienda
216,150,36,7,2,8,14480.41,10,115843.28,Distribuidor
616,31,48,1,10,5,4910.25,10,24551.25,Distribuidor
456,26,9,2,9,7,15880.36,0,111162.52,Tienda
207,137,49,3,1,10,9084.93,10,90849.3,Online
259,195,21,9,6,14,162.23,5,2271.22,Distribuidor
121,112,27,2,8,15,216.35,10,3245.25,Tienda
171,154,46,5,12,17,4865.73,10,82717.41,Distribuidor
579,16,30,4,12,10,344.62,0,3446.2,Tienda
525,20,7,3,8,16,8652.74,10,138443.84,Tienda
399,103,46,10,5,13,5136.05,5,66768.65,Online
224,152,18,1,15,1,864.11,0,864.11,Distribuidor
725,185,36,9,5,17,15284.87,5,259842.79,Online
275,142,31,2,3,8,15325.33,0,122602.64,Online
41,164,22,3,15,18,241.34,0,4344.12,Online
53,165,10,4,14,5,18218.05,0,91090.25,Online
355,162,44,10,6,4,7390.56,0,29562.24,Online
137,105,44,10,5,18,7390.56,0,133030.08,Online
11,92,32,4,12,2,7475.77,10,14951.54,Distribuidor
17,138,45,10,2,6,5178.22,0,31069.32,Tienda
264,161,23,10,9,13,138.82,20,1804.66,Online
276,53,5,10,11,15,13382.07,0,200731.05,Tienda
238,187,30,7,6,13,344.62,0,4480.06,Online
186,118,15,3,14,16,1741.7,0,27867.2,Distribuidor
185,166,40,5,1,7,4403.94,5,30827.58,Online
704,156,43,4,2,6,6108.0,15,36648.0,Online
660,104,5,2,12,14,13382.07,0,187348.98,Tienda
386,99,16,1,2,1,1436.81,10,1436.81,Tienda
86,69,7,3,11,2,9614.16,0,19228.32,Tienda
109,139,3,6,14,1,4319.93,20,4319.93,Tienda
576,114,27,3,5,7,240.39,0,1682.73,Online
556,178,18,5,11,5,864.11,0,4320.55,Tienda
106,140,11,5,2,1,1140.48,15,1140.48,Tienda
230,7,31,4,7,14,15325.33,0,214554.62,Online
232,176,13,7,11,12,1307.58,10,15690.96,Distribuidor
113,58,12,2,5,4,870.7,5,3482.8,Online
369,22,9,1,10,20,15880.36,0,317607.2,Online
614,47,12,7,3,14,870.7,5,12189.8,Distribuidor
294,90,18,2,5,10,777.7,10,7777.0,Distribuidor
729,20,15,1,14,12,1393.36,20,16720.32,Distribuidor
151,82,10,3,7,5,16396.24,10,81981.2,Tienda
116,148,32,7,12,16,7060.45,15,112967.2,Online
131,47,39,7,6,3,8468.99,0,25406.97,Online
423,155,30,6,3,14,327.39,5,4583.46,Tienda
562,128,40,9,9,8,4635.73,0,37085.84,Tienda
393,22,42,10,12,18,6837.55,15,123075.9,Tienda
225,180,45,2,4,19,4660.4,10,88547.6,Online
18,93,17,9,8,7,883.42,20,6183.94,Distribuidor
357,93,35,3,5,4,2826.77,0,11307.08,Tienda
431,63,36,4,14,18,12871.47,20,231686.46,Online
713,181,5,3,7,5,13382.07,0,66910.35,Tienda
719,28,26,10,2,14,127.29,0,1782.06,Tienda
31,38,27,6,3,20,204.33,15,4086.6,Online
426,39,37,3,8,3,14055.88,0,42167.64,Tienda
307,121,40,7,12,17,4172.16,10,70926.72,Online
160,16,5,1,10,1,13382.07,0,13382.07,Tienda
405,109,8,8,9,17,23762.76,0,403966.92,Tienda
513,79,19,4,7,9,928.19,20,8353.71,Distribuidor
534,97,36,3,12,9,12871.47,20,115843.23,Online
401,48,38,9,10,20,3330.78,0,66615.6,Tienda
669,165,7,7,14,15,9133.45,5,137001.75,Online
662,109,38,4,5,2,2831.16,15,5662.32,Online
343,8,7,4,5,3,9614.16,0,28842.48,Online
611,3,9,5,4,4,15880.36,0,63521.44,Tienda
88,146,31,10,1,2,15325.33,0,30650.66,Tienda
323,24,30,5,1,16,344.62,0,5513.92,Distribuidor
512,50,41,6,13,10,4425.52,20,44255.2,Online
720,173,3,2,6,12,4319.93,20,51839.16,Tienda
154,7,42,10,13,17,8044.18,0,136751.06,Online
39,75,7,3,3,19,8172.04,15,155268.76,Tienda
96,184,37,4,15,3,11947.5,15,35842.5,Online
165,129,16,9,12,5,1436.81,10,7184.05,Tienda
349,115,41,3,6,17,4425.52,20,75233.84,Online
441,11,29,7,4,20,19.7,15,394.0,Online
157,146,30,8,2,20,310.16,10,6203.2,Tienda
317,141,22,2,8,5,217.21,10,1086.05,Online
303,42,29,2,5,11,23.18,0,254.98,Tienda
184,182,41,8,5,12,5531.9,0,66382.8,Distribuidor
452,167,17,3,2,9,993.85,10,8944.65,Distribuidor
294,103,39,7,14,16,8468.99,0,135503.84,Tienda
524,160,22,6,6,5,229.27,5,1146.35,Online
270,175,8,1,10,14,22574.62,5,316044.68,Distribuidor
251,180,14,9,1,2,1024.24,10,2048.48,Online
163,146,23,7,14,4,173.52,0,694.08,Online
686,24,12,6,8,13,779.05,15,10127.65,Tienda
476,28,46,2,3,18,4325.1,20,77851.8,Tienda
205,103,27,6,2,13,216.35,10,2812.55,Online
720,190,22,8,2,20,229.27,5,4585.4,Online
481,38,39,4,6,2,8045.54,5,16091.08,Tienda
64,93,22,7,8,20,217.21,10,4344.2,Online
701,109,3,5,5,7,4589.92,15,32129.44,Tienda
281,104,14,2,5,3,1138.05,0,3414.15,Distribuidor
537,55,48,5,3,15,4637.46,15,69561.9,Tienda
438,88,17,5,3,3,938.64,15,2815.92,Online
548,177,33,3,12,14,3477.9,5,48690.6,Tienda
11,144,28,10,4,19,285.2,0,5418.8,Online
332,171,28,6,1,19,256.68,10,4876.92,Online
511,82,41,2,13,15,4425.52,20,66382.8,Distribuidor
4,116,41,3,11,14,5531.9,0,77446.6,Tienda
224,191,20,4,7,19,1575.65,0,29937.35,Tienda
222,90,4,4,4,6,16157.34,10,96944.04,Distribuidor
379,94,2,1,5,19,8097.38,20,153850.22,Distribuidor
128,180,49,8,11,17,8580.21,15,145863.57,Distribuidor
360,139,30,7,9,14,327.39,5,4583.46,Distribuidor
181,118,47,7,6,11,8949.5,0,98444.5,Online
446,98,11,5,14,20,1341.74,0,26834.8,Tienda
719,159,15,2,2,14,1567.53,10,21945.42,Tienda
17,158,45,7,2,4,5178.22,0,20712.88,Tienda
103,163,19,8,9,20,928.19,20,18563.8,Tienda
430,55,43,4,13,2,6467.29,10,12934.58,Tienda
480,32,3,6,13,13,5399.91,0,70198.83,Distribuidor
660,181,33,7,1,14,2928.76,20,41002.64,Distribuidor
275,169,37,5,5,8,13353.09,5,106824.72,Tienda
5,107,14,1,1,14,1024.24,10,14339.36,Online
531,190,11,10,6,12,1140.48,15,13685.76,Online
248,143,30,7,4,19,275.7,20,5238.3,Tienda
591,110,23,3,11,13,147.49,15,1917.37,Online
326,133,6,3,7,6,16550.84,5,99305.04,Online
646,148,35,7,14,5,2685.43,5,13427.15,Tienda
163,83,49,4,2,9,8580.21,15,77221.89,Online
607,40,27,1,10,14,240.39,0,3365.46,Tienda
26,191,26,3,8,3,120.93,5,362.79,Tienda
669,57,39,5,4,12,8468.99,0,101627.88,Tienda
387,198,6,5,11,8,15679.75,10,125438.0,Online
642,6,33,10,14,3,2928.76,20,8786.28,Online
126,28,32,3,5,15,6645.13,20,99676.95,Online
506,93,2,4,7,6,10121.73,0,60730.38,Online
498,161,3,2,4,1,5129.91,5,5129.91,Tienda
648,116,3,3,3,13,4589.92,15,59668.96,Online
646,156,33,1,2,6,3294.86,10,19769.16,Distribuidor
628,154,26,9,1,12,120.93,5,1451.16,Online
198,156,25,1,9,9,150.14,20,1351.26,Online
222,94,35,2,15,17,2544.09,10,43249.53,Online
86,187,32,3,5,11,8306.41,0,91370.51,Online
356,182,11,9,11,7,1073.39,20,7513.73,Online
409,50,27,5,3,16,228.37,5,3653.92,Online
106,150,40,10,5,9,3708.58,20,33377.22,Online
499,111,29,8,7,7,18.54,20,129.78,Tienda
637,28,27,10,7,9,204.33,15,1838.97,Tienda
647,17,44,8,3,19,7390.56,0,140420.64,Distribuidor
419,76,42,10,14,17,8044.18,0,136751.06,Distribuidor
31,30,7,3,13,17,9614.16,0,163440.72,Online
75,56,8,6,6,6,23762.76,0,142576.56,Online
327,177,6,1,12,11,17421.94,0,191641.34,Online
330,60,47,9,2,15,8502.02,5,127530.3,Online
223,27,24,9,5,20,235.71,0,4714.2,Tienda
661,108,33,7,6,3,3477.9,5,10433.7,Tienda
505,128,16,1,5,7,1596.46,0,11175.22,Tienda
615,84,14,10,7,4,1081.15,5,4324.6,Online
659,148,5,1,15,1,13382.07,0,13382.07,Tienda
412,10,11,9,15,5,1140.48,15,5702.4,Tienda
72,121,46,2,14,11,4865.73,10,53523.03,Tienda
354,103,47,2,9,10,8949.5,0,89495.0,Tienda
402,77,1,8,8,16,22156.66,10,354506.56,Tienda
632,27,18,1,4,4,734.49,15,2937.96,Online
331,177,37,7,4,1,14055.88,0,14055.88,Online
377,138,38,1,15,7,2997.7,10,20983.9,Tienda
45,29,26,1,5,2,127.29,0,254.58,Online
388,70,19,3,15,11,1044.22,10,11486.42,Online
327,38,40,10,15,15,4635.73,0,69535.95,Distribuidor
685,32,33,9,9,14,3294.86,10,46128.04,Online
288,83,21,8,4,16,153.69,10,2459.04,Online
361,143,4,4,11,10,16157.34,10,161573.4,Tienda
77,127,36,1,4,7,14480.41,10,101362.87,Online
394,49,6,8,2,7,16550.84,5,115855.88,Online
526,81,3,5,12,19,4859.92,10,92338.48,Tienda
109,34,9,4,15,5,13498.31,15,67491.55,Online
525,52,48,7,4,15,4637.46,15,69561.9,Online
315,148,18,2,3,14,864.11,0,12097.54,Tienda
247,5,1,8,3,4,22156.66,10,88626.64,Online
463,91,3,5,2,16,4859.92,10,77758.72,Distribuidor
218,39,15,7,9,3,1741.7,0,5225.1,Tienda
280,95,31,2,1,11,15325.33,0,168578.63,Tienda
194,104,47,3,10,14,8949.5,0,125293.0,Online
443,28,20,1,11,20,1496.87,5,29937.4,Online
55,10,36,10,5,4,16089.34,0,64357.36,Online
232,159,48,7,7,18,5455.83,0,98204.94,Online
709,69,22,8,4,8,217.21,10,1737.68,Online
295,181,42,10,5,7,8044.18,0,56309.26,Tienda
718,160,2,8,12,4,10121.73,0,40486.92,Online
698,18,26,3,3,8,127.29,0,1018.32,Online
14,171,43,8,7,15,7185.88,0,107788.2,Online
79,44,3,1,10,6,4319.93,20,25919.58,Online
500,64,9,8,2,16,15086.34,5,241381.44,Online
298,59,21,9,9,1,162.23,5,162.23,Online
103,78,21,6,8,5,153.69,10,768.45,Tienda
264,170,38,8,5,12,2664.62,20,31975.44,Online
309,182,37,6,15,1,11947.5,15,11947.5,Tienda
277,176,50,9,12,20,8752.52,5,175050.4,Tienda
226,169,50,3,6,5,7370.54,20,36852.7,Tienda
713,111,44,6,4,8,7021.03,5,56168.24,Tienda
386,164,29,2,5,7,18.54,20,129.78,Distribuidor
460,135,5,3,5,18,11374.76,15,204745.68,Distribuidor
400,151,39,7,5,12,7198.64,15,86383.68,Online
719,88,12,10,2,2,870.7,5,1741.4,Tienda
355,74,35,2,1,15,2685.43,5,40281.45,Tienda
154,134,36,5,10,5,15284.87,5,76424.35,Tienda
296,17,36,5,1,6,16089.34,0,96536.04,Tienda
607,32,27,1,8,7,240.39,0,1682.73,Online
1,13,9,5,3,14,15880.36,0,222325.04,Online
514,171,8,9,3,10,21386.48,10,213864.8,Distribuidor
202,111,22,10,15,9,241.34,0,2172.06,Online
363,64,46,7,7,8,5406.37,0,43250.96,Online
310,153,40,5,3,4,3940.37,15,15761.48,Tienda
143,175,33,4,5,11,3111.81,15,34229.91,Online
313,22,10,5,10,18,18218.05,0,327924.9,Distribuidor
384,112,24,2,3,15,223.92,5,3358.8,Tienda
702,183,3,6,8,11,5129.91,5,56429.01,Online
420,119,36,1,15,15,15284.87,5,229273.05,Tienda
144,158,34,5,13,14,8999.91,0,125998.74,Online
635,140,47,10,15,17,8949.5,0,152141.5,Online
687,2,32,8,13,13,8306.41,0,107983.33,Tienda
56,22,41,1,5,17,5255.3,5,89340.1,Tienda
100,75,36,10,8,4,16089.34,0,64357.36,Tienda
598,173,46,9,12,2,5406.37,0,10812.74,Tienda
575,190,32,8,3,7,7891.09,5,55237.63,Online
319,185,1,1,13,5,24618.51,0,123092.55,Tienda
1,40,48,10,15,7,5455.83,0,38190.81,Online
107,122,41,1,14,4,5531.9,0,22127.6,Tienda
125,77,16,7,8,13,1596.46,0,20753.98,Distribuidor
559,67,25,10,11,8,159.53,15,1276.24,Tienda
150,163,28,1,3,20,285.2,0,5704.0,Online
717,140,6,4,8,8,17421.94,0,139375.52,Tienda
602,127,27,6,11,10,216.35,10,2163.5,Online
110,119,8,7,14,13,21386.48,10,278024.24,Tienda
124,145,23,7,1,1,173.52,0,173.52,Tienda
673,159,9,8,1,2,14292.32,10,28584.64,Distribuidor
479,186,3,8,5,12,4319.93,20,51839.16,Online
515,54,50,6,15,6,9213.18,0,55279.08,Tienda
179,168,22,3,6,13,229.27,5,2980.51,Tienda
144,72,37,5,15,19,14055.88,0,267061.72,Online
483,156,42,3,10,16,8044.18,0,128706.88,Tienda
538,67,45,3,12,17,4660.4,10,79226.8,Online
632,104,25,2,1,19,187.68,0,3565.92,Online
682,28,13,8,15,6,1452.87,0,8717.22,Tienda
243,27,15,3,12,11,1567.53,10,17242.83,Distribuidor
64,157,40,5,2,14,3708.58,20,51920.12,Online
383,156,36,1,15,3,15284.87,5,45854.61,Online
386,35,18,10,9,4,777.7,10,3110.8,Online
696,74,33,4,4,9,3477.9,5,31301.1,Tienda
197,23,2,10,1,14,8603.47,15,120448.58,Tienda
144,2,11,6,13,4,1341.74,0,5366.96,Tienda
348,48,34,9,8,18,7649.92,15,137698.56,Online
485,129,46,6,6,7,5136.05,5,35952.35,Tienda
69,113,32,7,11,18,7060.45,15,127088.1,Online
131,133,18,5,2,3,820.9,5,2462.7,Online
553,85,50,1,4,8,9213.18,0,73705.44,Tienda
258,100,6,6,2,10,13937.55,20,139375.5,Distribuidor
77,137,10,10,4,6,14574.44,20,87446.64,Distribuidor
408,159,33,1,9,20,3477.9,5,69558.0,Tienda
270,168,50,1,1,4,8752.52,5,35010.08,Online
61,36,13,4,9,9,1452.87,0,13075.83,Tienda
680,16,4,4,8,11,14362.08,20,157982.88,Online
720,196,24,1,6,19,188.57,20,3582.83,Distribuidor
627,21,19,9,8,14,1102.23,5,15431.22,Distribuidor
107,10,40,8,9,9,4172.16,10,37549.44,Online
311,59,1,1,15,12,23387.58,5,280650.96,Online
388,175,7,1,9,7,9133.45,5,63934.15,Tienda
713,33,47,7,12,13,8054.55,10,104709.15,Tienda
121,158,14,6,6,5,1138.05,0,5690.25,Online
244,60,50,2,10,14,7370.54,20,103187.56,Online
549,146,13,1,13,14,1307.58,10,18306.12,Online
79,15,10,3,8,8,15485.34,15,123882.72,Online
616,168,27,4,5,2,240.39,0,480.78,Online
126,169,49,2,2,13,9589.65,5,124665.45,Online
723,189,17,6,15,18,1104.28,0,19877.04,Distribuidor
310,94,48,9,5,8,5183.04,5,41464.32,Distribuidor
274,82,3,9,9,8,5129.91,5,41039.28,Online
723,160,47,8,5,12,7159.6,20,85915.2,Online
533,60,26,5,12,5,108.2,15,541.0,Tienda
146,10,1,4,12,4,24618.51,0,98474.04,Tienda
22,128,11,1,5,15,1073.39,20,16100.85,Online
87,16,13,5,14,13,1452.87,0,18887.31,Tienda
391,99,27,8,1,16,240.39,0,3846.24,Online
441,137,8,1,11,13,23762.76,0,308915.88,Online
27,156,33,6,15,18,3294.86,10,59307.48,Tienda
605,56,14,1,6,9,967.34,15,8706.06,Tienda
437,187,34,1,13,20,8549.91,5,170998.2,Online
695,74,19,9,8,13,928.19,20,12066.47,Tienda
267,42,22,7,8,19,217.21,10,4126.99,Tienda
16,72,28,5,2,8,285.2,0,2281.6,Distribuidor
584,102,16,1,10,18,1596.46,0,28736.28,Online
669,198,35,10,1,9,2544.09,10,22896.81,Online
271,46,43,8,8,19,6467.29,10,122878.51,Online
367,123,29,9,4,1,22.02,5,22.02,Tienda
284,157,30,9,6,19,275.7,20,5238.3,Distribuidor
283,67,26,8,3,15,127.29,0,1909.35,Online
632,168,10,1,4,6,18218.05,0,109308.3,Online
518,113,33,10,6,2,3660.95,0,7321.9,Online
266,66,22,1,11,8,241.34,0,1930.72,Tienda
46,154,38,4,6,12,3164.24,5,37970.88,Online
523,20,35,4,4,17,2685.43,5,45652.31,Online
698,107,28,2,11,12,242.42,15,2909.04,Tienda
334,156,26,6,6,10,127.29,0,1272.9,Distribuidor
302,160,26,1,3,12,120.93,5,1451.16,Online
605,7,22,2,10,10,193.07,20,1930.7,Online
520,149,8,6,4,11,22574.62,5,248320.82,Online
154,98,21,2,2,19,170.77,0,3244.63,Distribuidor
588,162,38,9,12,8,3164.24,5,25313.92,Tienda
540,14,49,10,8,4,8580.21,15,34320.84,Tienda
276,50,48,10,5,17,5183.04,5,88111.68,Distribuidor
370,60,40,8,6,11,4635.73,0,50993.03,Tienda
455,188,7,7,6,4,8652.74,10,34610.96,Online
370,168,4,8,10,18,17054.97,5,306989.46,Online
129,138,24,4,13,14,235.71,0,3299.94,Distribuidor
620,67,21,5,6,19,153.69,10,2920.11,Online
517,38,34,10,8,3,8549.91,5,25649.73,Tienda
464,4,14,3,2,7,967.34,15,6771.38,Tienda
